2025-07-22 16:07:47,236 | SLAM.rosbot_controller | INFO | _init_motors:130 | 4-wheel motor system initialized
2025-07-22 16:07:50,254 | SLAM.sensor_fusion | DEBUG | log_performance:115 | update_visual_odometry completed in 0.001s
2025-07-22 16:07:50,256 | SLAM.sensor_fusion | DEBUG | log_performance:115 | update_pose completed in 0.000s
2025-07-22 16:07:50,256 | SLAM.sensor_fusion | DEBUG | log_performance:115 | update_wheel_odometry completed in 0.001s
2025-07-22 16:07:50,321 | SLAM.rosbot_controller | WARNING | _update_advanced_slam:510 | SLAM update error: cannot access local variable 'avg_error' where it is not associated with a value
2025-07-22 16:07:50,322 | SLAM.__main__ | WARNING | log_performance:113 | _update_advanced_slam took 0.101s (slow operation)
2025-07-22 16:07:50,323 | SLAM.rosbot_controller | CRITICAL | check_advanced_safety:865 | Emergency stop - obstacle detected!
2025-07-22 16:07:50,531 | SLAM.__main__ | WARNING | log_performance:113 | update_sensors took 0.175s (slow operation)
2025-07-22 16:07:50,582 | SLAM.sensor_fusion | DEBUG | log_performance:115 | update_pose completed in 0.000s
2025-07-22 16:07:50,583 | SLAM.sensor_fusion | DEBUG | log_performance:115 | update_visual_odometry completed in 0.001s
2025-07-22 16:07:50,583 | SLAM.sensor_fusion | DEBUG | log_performance:115 | update_pose completed in 0.000s
2025-07-22 16:07:50,583 | SLAM.sensor_fusion | DEBUG | log_performance:115 | update_wheel_odometry completed in 0.001s
2025-07-22 16:07:50,659 | SLAM.rosbot_controller | WARNING | _update_advanced_slam:510 | SLAM update error: cannot access local variable 'avg_error' where it is not associated with a value
2025-07-22 16:07:50,660 | SLAM.__main__ | WARNING | log_performance:113 | _update_advanced_slam took 0.128s (slow operation)
2025-07-22 16:07:50,660 | SLAM.rosbot_controller | CRITICAL | check_advanced_safety:865 | Emergency stop - obstacle detected!
2025-07-22 16:07:50,869 | SLAM.__main__ | WARNING | log_performance:113 | update_sensors took 0.144s (slow operation)
2025-07-22 16:07:50,901 | SLAM.sensor_fusion | DEBUG | log_performance:115 | update_pose completed in 0.000s
2025-07-22 16:07:50,901 | SLAM.sensor_fusion | DEBUG | log_performance:115 | update_visual_odometry completed in 0.001s
2025-07-22 16:07:50,902 | SLAM.sensor_fusion | DEBUG | log_performance:115 | update_pose completed in 0.000s
2025-07-22 16:07:50,902 | SLAM.sensor_fusion | DEBUG | log_performance:115 | update_wheel_odometry completed in 0.000s
2025-07-22 16:07:50,958 | SLAM.rosbot_controller | WARNING | _update_advanced_slam:510 | SLAM update error: cannot access local variable 'avg_error' where it is not associated with a value
2025-07-22 16:07:50,959 | SLAM.__main__ | DEBUG | log_performance:115 | _update_advanced_slam completed in 0.089s
2025-07-22 16:07:50,959 | SLAM.rosbot_controller | CRITICAL | check_advanced_safety:865 | Emergency stop - obstacle detected!
2025-07-22 16:07:51,152 | SLAM.__main__ | WARNING | log_performance:113 | update_sensors took 0.169s (slow operation)
2025-07-22 16:07:51,189 | SLAM.sensor_fusion | DEBUG | log_performance:115 | update_pose completed in 0.001s
2025-07-22 16:07:51,190 | SLAM.sensor_fusion | DEBUG | log_performance:115 | update_visual_odometry completed in 0.002s
2025-07-22 16:07:51,191 | SLAM.sensor_fusion | DEBUG | log_performance:115 | update_pose completed in 0.000s
2025-07-22 16:07:51,194 | SLAM.sensor_fusion | DEBUG | log_performance:115 | update_wheel_odometry completed in 0.003s
2025-07-22 16:07:51,270 | SLAM.rosbot_controller | WARNING | _update_advanced_slam:510 | SLAM update error: cannot access local variable 'avg_error' where it is not associated with a value
2025-07-22 16:07:51,270 | SLAM.__main__ | WARNING | log_performance:113 | _update_advanced_slam took 0.118s (slow operation)
2025-07-22 16:07:51,271 | SLAM.rosbot_controller | CRITICAL | check_advanced_safety:865 | Emergency stop - obstacle detected!
2025-07-22 16:07:51,502 | SLAM.__main__ | WARNING | log_performance:113 | update_sensors took 0.121s (slow operation)
2025-07-22 16:07:51,532 | SLAM.sensor_fusion | DEBUG | log_performance:115 | update_pose completed in 0.000s
2025-07-22 16:07:51,532 | SLAM.sensor_fusion | DEBUG | log_performance:115 | update_visual_odometry completed in 0.001s
2025-07-22 16:07:51,533 | SLAM.sensor_fusion | DEBUG | log_performance:115 | update_pose completed in 0.000s
2025-07-22 16:07:51,533 | SLAM.sensor_fusion | DEBUG | log_performance:115 | update_wheel_odometry completed in 0.001s
2025-07-22 16:07:51,580 | SLAM.rosbot_controller | WARNING | _update_advanced_slam:510 | SLAM update error: cannot access local variable 'avg_error' where it is not associated with a value
2025-07-22 16:07:51,581 | SLAM.__main__ | DEBUG | log_performance:115 | _update_advanced_slam completed in 0.078s
2025-07-22 16:07:51,581 | SLAM.rosbot_controller | CRITICAL | check_advanced_safety:865 | Emergency stop - obstacle detected!
2025-07-22 16:07:51,792 | SLAM.__main__ | WARNING | log_performance:113 | update_sensors took 0.119s (slow operation)
2025-07-22 16:07:51,820 | SLAM.sensor_fusion | DEBUG | log_performance:115 | update_pose completed in 0.000s
2025-07-22 16:07:51,820 | SLAM.sensor_fusion | DEBUG | log_performance:115 | update_visual_odometry completed in 0.001s
2025-07-22 16:07:51,820 | SLAM.sensor_fusion | DEBUG | log_performance:115 | update_pose completed in 0.000s
2025-07-22 16:07:51,821 | SLAM.sensor_fusion | DEBUG | log_performance:115 | update_wheel_odometry completed in 0.000s
2025-07-22 16:07:51,864 | SLAM.rosbot_controller | WARNING | _update_advanced_slam:510 | SLAM update error: cannot access local variable 'avg_error' where it is not associated with a value
2025-07-22 16:07:51,864 | SLAM.__main__ | DEBUG | log_performance:115 | _update_advanced_slam completed in 0.072s
2025-07-22 16:07:51,864 | SLAM.rosbot_controller | CRITICAL | check_advanced_safety:865 | Emergency stop - obstacle detected!
2025-07-22 16:07:52,001 | SLAM.__main__ | WARNING | log_performance:113 | update_sensors took 0.107s (slow operation)
2025-07-22 16:07:52,028 | SLAM.sensor_fusion | DEBUG | log_performance:115 | update_pose completed in 0.000s
2025-07-22 16:07:52,028 | SLAM.sensor_fusion | DEBUG | log_performance:115 | update_visual_odometry completed in 0.001s
2025-07-22 16:07:52,029 | SLAM.sensor_fusion | DEBUG | log_performance:115 | update_pose completed in 0.000s
2025-07-22 16:07:52,029 | SLAM.sensor_fusion | DEBUG | log_performance:115 | update_wheel_odometry completed in 0.000s
2025-07-22 16:07:52,070 | SLAM.rosbot_controller | WARNING | _update_advanced_slam:510 | SLAM update error: cannot access local variable 'avg_error' where it is not associated with a value
2025-07-22 16:07:52,070 | SLAM.__main__ | DEBUG | log_performance:115 | _update_advanced_slam completed in 0.069s
2025-07-22 16:07:52,071 | SLAM.rosbot_controller | CRITICAL | check_advanced_safety:865 | Emergency stop - obstacle detected!
2025-07-22 16:07:52,246 | SLAM.__main__ | WARNING | log_performance:113 | update_sensors took 0.121s (slow operation)
2025-07-22 16:07:52,272 | SLAM.sensor_fusion | DEBUG | log_performance:115 | update_pose completed in 0.000s
2025-07-22 16:07:52,273 | SLAM.sensor_fusion | DEBUG | log_performance:115 | update_visual_odometry completed in 0.001s
2025-07-22 16:07:52,273 | SLAM.sensor_fusion | DEBUG | log_performance:115 | update_pose completed in 0.000s
2025-07-22 16:07:52,273 | SLAM.sensor_fusion | DEBUG | log_performance:115 | update_wheel_odometry completed in 0.000s
2025-07-22 16:07:52,313 | SLAM.rosbot_controller | WARNING | _update_advanced_slam:510 | SLAM update error: cannot access local variable 'avg_error' where it is not associated with a value
2025-07-22 16:07:52,314 | SLAM.__main__ | DEBUG | log_performance:115 | _update_advanced_slam completed in 0.068s
2025-07-22 16:07:52,314 | SLAM.rosbot_controller | CRITICAL | check_advanced_safety:865 | Emergency stop - obstacle detected!
2025-07-22 16:07:52,439 | SLAM.__main__ | DEBUG | log_performance:115 | update_sensors completed in 0.098s
2025-07-22 16:07:52,464 | SLAM.sensor_fusion | DEBUG | log_performance:115 | update_pose completed in 0.000s
2025-07-22 16:07:52,465 | SLAM.sensor_fusion | DEBUG | log_performance:115 | update_visual_odometry completed in 0.000s
2025-07-22 16:07:52,465 | SLAM.sensor_fusion | DEBUG | log_performance:115 | update_pose completed in 0.000s
2025-07-22 16:07:52,465 | SLAM.sensor_fusion | DEBUG | log_performance:115 | update_wheel_odometry completed in 0.000s
2025-07-22 16:07:52,503 | SLAM.rosbot_controller | WARNING | _update_advanced_slam:510 | SLAM update error: cannot access local variable 'avg_error' where it is not associated with a value
2025-07-22 16:07:52,503 | SLAM.__main__ | DEBUG | log_performance:115 | _update_advanced_slam completed in 0.064s
2025-07-22 16:07:52,504 | SLAM.rosbot_controller | CRITICAL | check_advanced_safety:865 | Emergency stop - obstacle detected!
2025-07-22 16:07:52,637 | SLAM.__main__ | DEBUG | log_performance:115 | update_sensors completed in 0.087s
2025-07-22 16:07:52,658 | SLAM.sensor_fusion | DEBUG | log_performance:115 | update_pose completed in 0.000s
2025-07-22 16:07:52,659 | SLAM.sensor_fusion | DEBUG | log_performance:115 | update_visual_odometry completed in 0.000s
2025-07-22 16:07:52,659 | SLAM.sensor_fusion | DEBUG | log_performance:115 | update_pose completed in 0.000s
2025-07-22 16:07:52,659 | SLAM.sensor_fusion | DEBUG | log_performance:115 | update_wheel_odometry completed in 0.000s
2025-07-22 16:07:52,693 | SLAM.rosbot_controller | WARNING | _update_advanced_slam:510 | SLAM update error: cannot access local variable 'avg_error' where it is not associated with a value
2025-07-22 16:07:52,693 | SLAM.__main__ | DEBUG | log_performance:115 | _update_advanced_slam completed in 0.056s
2025-07-22 16:07:52,694 | SLAM.rosbot_controller | CRITICAL | check_advanced_safety:865 | Emergency stop - obstacle detected!
2025-07-22 16:07:52,799 | SLAM.__main__ | DEBUG | log_performance:115 | update_sensors completed in 0.082s
2025-07-22 16:07:52,817 | SLAM.sensor_fusion | DEBUG | log_performance:115 | update_pose completed in 0.000s
2025-07-22 16:07:52,818 | SLAM.sensor_fusion | DEBUG | log_performance:115 | update_visual_odometry completed in 0.000s
2025-07-22 16:07:52,818 | SLAM.sensor_fusion | DEBUG | log_performance:115 | update_pose completed in 0.000s
2025-07-22 16:07:52,818 | SLAM.sensor_fusion | DEBUG | log_performance:115 | update_wheel_odometry completed in 0.000s
2025-07-22 16:07:52,853 | SLAM.rosbot_controller | WARNING | _update_advanced_slam:510 | SLAM update error: cannot access local variable 'avg_error' where it is not associated with a value
2025-07-22 16:07:52,853 | SLAM.__main__ | DEBUG | log_performance:115 | _update_advanced_slam completed in 0.054s
2025-07-22 16:07:52,854 | SLAM.rosbot_controller | CRITICAL | check_advanced_safety:865 | Emergency stop - obstacle detected!
2025-07-22 16:07:52,996 | SLAM.__main__ | DEBUG | log_performance:115 | update_sensors completed in 0.096s
2025-07-22 16:07:53,018 | SLAM.sensor_fusion | DEBUG | log_performance:115 | update_pose completed in 0.000s
2025-07-22 16:07:53,018 | SLAM.sensor_fusion | DEBUG | log_performance:115 | update_visual_odometry completed in 0.000s
2025-07-22 16:07:53,019 | SLAM.sensor_fusion | DEBUG | log_performance:115 | update_pose completed in 0.000s
2025-07-22 16:07:53,019 | SLAM.sensor_fusion | DEBUG | log_performance:115 | update_wheel_odometry completed in 0.000s
2025-07-22 16:07:53,052 | SLAM.rosbot_controller | WARNING | _update_advanced_slam:510 | SLAM update error: cannot access local variable 'avg_error' where it is not associated with a value
2025-07-22 16:07:53,053 | SLAM.__main__ | DEBUG | log_performance:115 | _update_advanced_slam completed in 0.056s
2025-07-22 16:07:53,053 | SLAM.rosbot_controller | CRITICAL | check_advanced_safety:865 | Emergency stop - obstacle detected!
2025-07-22 16:07:53,168 | SLAM.__main__ | DEBUG | log_performance:115 | update_sensors completed in 0.086s
2025-07-22 16:07:53,196 | SLAM.sensor_fusion | DEBUG | log_performance:115 | update_pose completed in 0.000s
2025-07-22 16:07:53,196 | SLAM.sensor_fusion | DEBUG | log_performance:115 | update_visual_odometry completed in 0.000s
2025-07-22 16:07:53,196 | SLAM.sensor_fusion | DEBUG | log_performance:115 | update_pose completed in 0.000s
2025-07-22 16:07:53,197 | SLAM.sensor_fusion | DEBUG | log_performance:115 | update_wheel_odometry completed in 0.000s
2025-07-22 16:07:53,231 | SLAM.rosbot_controller | WARNING | _update_advanced_slam:510 | SLAM update error: cannot access local variable 'avg_error' where it is not associated with a value
2025-07-22 16:07:53,231 | SLAM.__main__ | DEBUG | log_performance:115 | _update_advanced_slam completed in 0.062s
2025-07-22 16:07:53,231 | SLAM.rosbot_controller | CRITICAL | check_advanced_safety:865 | Emergency stop - obstacle detected!
2025-07-22 16:07:53,375 | SLAM.__main__ | DEBUG | log_performance:115 | update_sensors completed in 0.093s
2025-07-22 16:07:53,397 | SLAM.sensor_fusion | DEBUG | log_performance:115 | update_pose completed in 0.000s
2025-07-22 16:07:53,397 | SLAM.sensor_fusion | DEBUG | log_performance:115 | update_visual_odometry completed in 0.000s
2025-07-22 16:07:53,398 | SLAM.sensor_fusion | DEBUG | log_performance:115 | update_pose completed in 0.000s
2025-07-22 16:07:53,398 | SLAM.sensor_fusion | DEBUG | log_performance:115 | update_wheel_odometry completed in 0.000s
2025-07-22 16:07:53,443 | SLAM.rosbot_controller | WARNING | _update_advanced_slam:510 | SLAM update error: cannot access local variable 'avg_error' where it is not associated with a value
2025-07-22 16:07:53,443 | SLAM.__main__ | DEBUG | log_performance:115 | _update_advanced_slam completed in 0.067s
2025-07-22 16:07:53,444 | SLAM.RobustSLAMManager | INFO | initialize:660 | Initializing robust SLAM system...
2025-07-22 16:07:53,444 | SLAM.RobustSLAMManager | INFO | initialize:666 | Robust SLAM system initialized successfully
2025-07-22 16:07:53,444 | SLAM.rosbot_controller | INFO | handle_initialization:522 | Advanced systems ready - starting exploration
2025-07-22 16:07:53,444 | SLAM.rosbot_controller | CRITICAL | check_advanced_safety:865 | Emergency stop - obstacle detected!
2025-07-22 16:07:53,566 | SLAM.__main__ | DEBUG | log_performance:115 | update_sensors completed in 0.092s
2025-07-22 16:07:53,592 | SLAM.sensor_fusion | DEBUG | log_performance:115 | update_pose completed in 0.000s
2025-07-22 16:07:53,593 | SLAM.sensor_fusion | DEBUG | log_performance:115 | update_visual_odometry completed in 0.000s
2025-07-22 16:07:53,593 | SLAM.sensor_fusion | DEBUG | log_performance:115 | update_pose completed in 0.000s
2025-07-22 16:07:53,593 | SLAM.sensor_fusion | DEBUG | log_performance:115 | update_wheel_odometry completed in 0.000s
2025-07-22 16:07:53,630 | SLAM.rosbot_controller | WARNING | _update_advanced_slam:510 | SLAM update error: cannot access local variable 'avg_error' where it is not associated with a value
2025-07-22 16:07:53,630 | SLAM.__main__ | DEBUG | log_performance:115 | _update_advanced_slam completed in 0.064s
2025-07-22 16:07:53,630 | SLAM.rosbot_controller | INFO | handle_advanced_exploration:526 | Exploring... Step: 22, Pillars found: 0
2025-07-22 16:09:15,844 | SLAM.frontier_explorer | WARNING | log_performance:113 | update took 82.206s (slow operation)
2025-07-22 16:09:15,849 | SLAM.rosbot_controller | WARNING | handle_advanced_exploration:563 | Explorer error: 'AutonomousExplorer' object has no attribute 'exploration_complete'
2025-07-22 16:09:15,854 | SLAM.rosbot_controller | INFO | basic_obstacle_avoidance:817 | Turning left to avoid obstacle
2025-07-22 16:09:15,854 | SLAM.rosbot_controller | CRITICAL | check_advanced_safety:865 | Emergency stop - obstacle detected!
